story,lowercase,count
03: The Night Rhonda Ferguson Was Killed,sung,2
03: The Night Rhonda Ferguson Was Killed,supposed,1
03: The Night Rhonda Ferguson Was Killed,sure,5
03: The Night Rhonda Ferguson Was Killed,surprised,1
03: The Night Rhonda Ferguson Was Killed,sweater,3
03: The Night Rhonda Ferguson Was Killed,sweetly,1
03: The Night Rhonda Ferguson Was Killed,switch,1
03: The Night Rhonda Ferguson Was Killed,ta,2
03: The Night Rhonda Ferguson Was Killed,table,2
03: The Night Rhonda Ferguson Was Killed,take,11
03: The Night Rhonda Ferguson Was Killed,taken,2
03: The Night Rhonda Ferguson Was Killed,taking,1
03: The Night Rhonda Ferguson Was Killed,talent,1
03: The Night Rhonda Ferguson Was Killed,talk,3
03: The Night Rhonda Ferguson Was Killed,talkin,3
03: The Night Rhonda Ferguson Was Killed,talking,4
03: The Night Rhonda Ferguson Was Killed,talks,1
03: The Night Rhonda Ferguson Was Killed,tanfnrh,1
03: The Night Rhonda Ferguson Was Killed,tank,1
03: The Night Rhonda Ferguson Was Killed,tapped,1
03: The Night Rhonda Ferguson Was Killed,teacher,9
03: The Night Rhonda Ferguson Was Killed,teddy,1
03: The Night Rhonda Ferguson Was Killed,teeth,2
03: The Night Rhonda Ferguson Was Killed,telephone,1
03: The Night Rhonda Ferguson Was Killed,tell,6
03: The Night Rhonda Ferguson Was Killed,telling,1
03: The Night Rhonda Ferguson Was Killed,tells,1
03: The Night Rhonda Ferguson Was Killed,terrace,1
03: The Night Rhonda Ferguson Was Killed,thas,8
03: The Night Rhonda Ferguson Was Killed,thejwp,1
03: The Night Rhonda Ferguson Was Killed,thensaid,1
03: The Night Rhonda Ferguson Was Killed,theretl,1
03: The Night Rhonda Ferguson Was Killed,thick,1
03: The Night Rhonda Ferguson Was Killed,thicker,1
03: The Night Rhonda Ferguson Was Killed,thighs,1
03: The Night Rhonda Ferguson Was Killed,thing,5
03: The Night Rhonda Ferguson Was Killed,things,5
03: The Night Rhonda Ferguson Was Killed,think,8
03: The Night Rhonda Ferguson Was Killed,thinkin,3
03: The Night Rhonda Ferguson Was Killed,thinking,4
03: The Night Rhonda Ferguson Was Killed,third,1
03: The Night Rhonda Ferguson Was Killed,thirty,1
03: The Night Rhonda Ferguson Was Killed,though,3
03: The Night Rhonda Ferguson Was Killed,thought,8
03: The Night Rhonda Ferguson Was Killed,thousand,1
03: The Night Rhonda Ferguson Was Killed,three,10
03: The Night Rhonda Ferguson Was Killed,thrifty,1
03: The Night Rhonda Ferguson Was Killed,throat,1
03: The Night Rhonda Ferguson Was Killed,ticking,1
03: The Night Rhonda Ferguson Was Killed,time,13
03: The Night Rhonda Ferguson Was Killed,times,3
03: The Night Rhonda Ferguson Was Killed,tinfoil,1
03: The Night Rhonda Ferguson Was Killed,tiny,1
03: The Night Rhonda Ferguson Was Killed,tired,2
03: The Night Rhonda Ferguson Was Killed,today,4
03: The Night Rhonda Ferguson Was Killed,together,1
03: The Night Rhonda Ferguson Was Killed,told,10
03: The Night Rhonda Ferguson Was Killed,tomorrow,6
03: The Night Rhonda Ferguson Was Killed,tonight,3
03: The Night Rhonda Ferguson Was Killed,tons,1
03: The Night Rhonda Ferguson Was Killed,took,13
03: The Night Rhonda Ferguson Was Killed,tools,1
03: The Night Rhonda Ferguson Was Killed,top,3
03: The Night Rhonda Ferguson Was Killed,torn,1
03: The Night Rhonda Ferguson Was Killed,touch,1
03: The Night Rhonda Ferguson Was Killed,touching,2
03: The Night Rhonda Ferguson Was Killed,toward,5
03: The Night Rhonda Ferguson Was Killed,town,2
03: The Night Rhonda Ferguson Was Killed,traffic,1
03: The Night Rhonda Ferguson Was Killed,train,1
03: The Night Rhonda Ferguson Was Killed,treat,1
03: The Night Rhonda Ferguson Was Killed,treatin,1
03: The Night Rhonda Ferguson Was Killed,trees,2
03: The Night Rhonda Ferguson Was Killed,trembled,1
03: The Night Rhonda Ferguson Was Killed,tried,1
03: The Night Rhonda Ferguson Was Killed,triendly,1
03: The Night Rhonda Ferguson Was Killed,trouble,4
03: The Night Rhonda Ferguson Was Killed,truck,1
03: The Night Rhonda Ferguson Was Killed,true,1
03: The Night Rhonda Ferguson Was Killed,truest,1
03: The Night Rhonda Ferguson Was Killed,trunk,2
03: The Night Rhonda Ferguson Was Killed,trust,1
03: The Night Rhonda Ferguson Was Killed,truth,1
03: The Night Rhonda Ferguson Was Killed,try,3
03: The Night Rhonda Ferguson Was Killed,tryin,2
03: The Night Rhonda Ferguson Was Killed,trying,3
03: The Night Rhonda Ferguson Was Killed,tune,1
03: The Night Rhonda Ferguson Was Killed,turn,1
03: The Night Rhonda Ferguson Was Killed,turned,9
03: The Night Rhonda Ferguson Was Killed,turning,2
03: The Night Rhonda Ferguson Was Killed,twelve,3
03: The Night Rhonda Ferguson Was Killed,twenty,3
03: The Night Rhonda Ferguson Was Killed,twice,4
03: The Night Rhonda Ferguson Was Killed,twinkling,1
03: The Night Rhonda Ferguson Was Killed,two,17
03: The Night Rhonda Ferguson Was Killed,u,1
03: The Night Rhonda Ferguson Was Killed,uncle,1
03: The Night Rhonda Ferguson Was Killed,uncommonly,1
03: The Night Rhonda Ferguson Was Killed,unless,1
03: The Night Rhonda Ferguson Was Killed,unreal,1
03: The Night Rhonda Ferguson Was Killed,unsmiling,1
03: The Night Rhonda Ferguson Was Killed,unspoken,1
03: The Night Rhonda Ferguson Was Killed,unwrapped,1
03: The Night Rhonda Ferguson Was Killed,upstairs,1
03: The Night Rhonda Ferguson Was Killed,urge,1
03: The Night Rhonda Ferguson Was Killed,us,5
03: The Night Rhonda Ferguson Was Killed,used,2
03: The Night Rhonda Ferguson Was Killed,usual,1
03: The Night Rhonda Ferguson Was Killed,victory,1
03: The Night Rhonda Ferguson Was Killed,view,1
03: The Night Rhonda Ferguson Was Killed,violently,1
03: The Night Rhonda Ferguson Was Killed,visiting,1
03: The Night Rhonda Ferguson Was Killed,visitors,1
03: The Night Rhonda Ferguson Was Killed,vjceroys,1
03: The Night Rhonda Ferguson Was Killed,vm,1
03: The Night Rhonda Ferguson Was Killed,voice,3
03: The Night Rhonda Ferguson Was Killed,volume,1
03: The Night Rhonda Ferguson Was Killed,waited,1
03: The Night Rhonda Ferguson Was Killed,waitin,3
03: The Night Rhonda Ferguson Was Killed,waiting,6
03: The Night Rhonda Ferguson Was Killed,walk,3
03: The Night Rhonda Ferguson Was Killed,walked,3
03: The Night Rhonda Ferguson Was Killed,walking,3
03: The Night Rhonda Ferguson Was Killed,wall,7
03: The Night Rhonda Ferguson Was Killed,wan,6
03: The Night Rhonda Ferguson Was Killed,want,6
03: The Night Rhonda Ferguson Was Killed,wanted,9
03: The Night Rhonda Ferguson Was Killed,wanting,1
03: The Night Rhonda Ferguson Was Killed,warning,1
03: The Night Rhonda Ferguson Was Killed,washington,1
03: The Night Rhonda Ferguson Was Killed,wasting,1
03: The Night Rhonda Ferguson Was Killed,watch,1
03: The Night Rhonda Ferguson Was Killed,watched,4
03: The Night Rhonda Ferguson Was Killed,watching,2
03: The Night Rhonda Ferguson Was Killed,waved,1
03: The Night Rhonda Ferguson Was Killed,waving,1
03: The Night Rhonda Ferguson Was Killed,way,15
03: The Night Rhonda Ferguson Was Killed,weaker,1
03: The Night Rhonda Ferguson Was Killed,wedding,1
03: The Night Rhonda Ferguson Was Killed,week,3
03: The Night Rhonda Ferguson Was Killed,weeks,1
03: The Night Rhonda Ferguson Was Killed,weighed,1
03: The Night Rhonda Ferguson Was Killed,wejbssyret,1
03: The Night Rhonda Ferguson Was Killed,well,6
03: The Night Rhonda Ferguson Was Killed,went,9
03: The Night Rhonda Ferguson Was Killed,wesley,13
03: The Night Rhonda Ferguson Was Killed,wesleyj,1
03: The Night Rhonda Ferguson Was Killed,whaf,1
03: The Night Rhonda Ferguson Was Killed,whatever,1
03: The Night Rhonda Ferguson Was Killed,wheel,4
03: The Night Rhonda Ferguson Was Killed,whenever,2
03: The Night Rhonda Ferguson Was Killed,whera,1
03: The Night Rhonda Ferguson Was Killed,wherever,1
03: The Night Rhonda Ferguson Was Killed,whew,1
03: The Night Rhonda Ferguson Was Killed,whispered,1
03: The Night Rhonda Ferguson Was Killed,whistled,1
03: The Night Rhonda Ferguson Was Killed,white,1
03: The Night Rhonda Ferguson Was Killed,whole,5
03: The Night Rhonda Ferguson Was Killed,whore,1
03: The Night Rhonda Ferguson Was Killed,widow,1
03: The Night Rhonda Ferguson Was Killed,willie,2
03: The Night Rhonda Ferguson Was Killed,willya,1
03: The Night Rhonda Ferguson Was Killed,wind,1
03: The Night Rhonda Ferguson Was Killed,window,11
03: The Night Rhonda Ferguson Was Killed,windows,1
03: The Night Rhonda Ferguson Was Killed,winked,1
03: The Night Rhonda Ferguson Was Killed,wiped,1
03: The Night Rhonda Ferguson Was Killed,withdrew,1
03: The Night Rhonda Ferguson Was Killed,within,1
03: The Night Rhonda Ferguson Was Killed,without,4
03: The Night Rhonda Ferguson Was Killed,wo,6
03: The Night Rhonda Ferguson Was Killed,wobbliness,1
03: The Night Rhonda Ferguson Was Killed,woman,8
03: The Night Rhonda Ferguson Was Killed,women,1
03: The Night Rhonda Ferguson Was Killed,wondering,1
03: The Night Rhonda Ferguson Was Killed,word,2
03: The Night Rhonda Ferguson Was Killed,words,3
03: The Night Rhonda Ferguson Was Killed,work,4
03: The Night Rhonda Ferguson Was Killed,world,8
03: The Night Rhonda Ferguson Was Killed,worry,1
03: The Night Rhonda Ferguson Was Killed,worse,2
03: The Night Rhonda Ferguson Was Killed,would,25
03: The Night Rhonda Ferguson Was Killed,woulda,1
03: The Night Rhonda Ferguson Was Killed,wrapped,1
03: The Night Rhonda Ferguson Was Killed,wrappers,1
03: The Night Rhonda Ferguson Was Killed,wrong,1
03: The Night Rhonda Ferguson Was Killed,wrote,1
03: The Night Rhonda Ferguson Was Killed,yall,2
03: The Night Rhonda Ferguson Was Killed,yard,4
03: The Night Rhonda Ferguson Was Killed,yeah,1
03: The Night Rhonda Ferguson Was Killed,year,1
03: The Night Rhonda Ferguson Was Killed,years,1
03: The Night Rhonda Ferguson Was Killed,yelled,1
03: The Night Rhonda Ferguson Was Killed,yes,1
03: The Night Rhonda Ferguson Was Killed,yetjjndexstandj,1
03: The Night Rhonda Ferguson Was Killed,young,4
03: The Night Rhonda Ferguson Was Killed,youngest,1
04: Young Lions,able,1
04: Young Lions,aboum,1
04: Young Lions,accusing,1
04: Young Lions,across,4
04: Young Lions,act,2
04: Young Lions,adam,1
04: Young Lions,address,2
04: Young Lions,addresses,1
04: Young Lions,adult,1
04: Young Lions,adults,1
04: Young Lions,advanced,1
04: Young Lions,affection,1
04: Young Lions,afraid,4
04: Young Lions,afternoon,1
04: Young Lions,afternoons,1
04: Young Lions,ages,1
04: Young Lions,ago,4
04: Young Lions,ai,3
04: Young Lions,ailing,1
04: Young Lions,air,5
04: Young Lions,alley,1
04: Young Lions,allowed,2
04: Young Lions,alone,9
04: Young Lions,along,2
04: Young Lions,aloud,1
04: Young Lions,already,3
04: Young Lions,also,4
04: Young Lions,always,8
04: Young Lions,american,2
04: Young Lions,among,3
04: Young Lions,angelo,8
04: Young Lions,animals,1
04: Young Lions,anna,13
04: Young Lions,another,9
04: Young Lions,answered,1
04: Young Lions,anticipate,1
04: Young Lions,anxious,1
04: Young Lions,anybody,2
04: Young Lions,anyone,1
04: Young Lions,anything,5
04: Young Lions,anyway,1
04: Young Lions,anywhere,1
04: Young Lions,apartment,9
04: Young Lions,aph,1
04: Young Lions,appeared,3
04: Young Lions,april,1
04: Young Lions,arc,1
04: Young Lions,argued,1
04: Young Lions,arguedjor,1
04: Young Lions,arlington,1
04: Young Lions,arm,4
04: Young Lions,arms,5
04: Young Lions,aroljonce,1
04: Young Lions,around,6
04: Young Lions,arrived,2
04: Young Lions,art,1
04: Young Lions,aside,4
04: Young Lions,ask,4
04: Young Lions,asked,7
04: Young Lions,asleep,2
04: Young Lions,ass,2
04: Young Lions,attitude,1
04: Young Lions,authority,1
04: Young Lions,available,1
04: Young Lions,avenue,9
04: Young Lions,average,1
04: Young Lions,awake,1
04: Young Lions,awakened,1
04: Young Lions,aware,1
04: Young Lions,away,18
04: Young Lions,baby,1
04: Young Lions,back,35
04: Young Lions,bad,3
04: Young Lions,bag,6
04: Young Lions,bald,2
04: Young Lions,balding,1
04: Young Lions,bamas,1
04: Young Lions,band,1
04: Young Lions,banister,1
04: Young Lions,bank,3
04: Young Lions,bar,8
04: Young Lions,bare,1
04: Young Lions,bartending,1
04: Young Lions,basement,1
04: Young Lions,bathrobe,1
04: Young Lions,bathroom,2
04: Young Lions,beads,1
04: Young Lions,beat,2
04: Young Lions,became,2
04: Young Lions,bed,3
04: Young Lions,bedroom,2
04: Young Lions,began,6
04: Young Lions,begged,1
04: Young Lions,begin,1
04: Young Lions,beginning,4
04: Young Lions,begun,1
04: Young Lions,behind,7
04: Young Lions,bein,1
04: Young Lions,believed,2
04: Young Lions,belly,1
04: Young Lions,belongings,1
04: Young Lions,bench,4
04: Young Lions,beneath,1
04: Young Lions,beretta,2
04: Young Lions,beside,5
04: Young Lions,besides,1
04: Young Lions,bet,1
04: Young Lions,betray,1
04: Young Lions,better,3
04: Young Lions,beyond,1
04: Young Lions,big,1
04: Young Lions,birth,1
04: Young Lions,birthday,1
04: Young Lions,bit,4
04: Young Lions,bite,1
04: Young Lions,bjujngsj,1
04: Young Lions,black,2
04: Young Lions,blast,1
04: Young Lions,bled,2
04: Young Lions,blinked,2
04: Young Lions,block,4
04: Young Lions,blocks,5
04: Young Lions,blood,2
04: Young Lions,bloodied,1
04: Young Lions,blouse,1
04: Young Lions,blow,1
04: Young Lions,blue,3
04: Young Lions,blur,1
04: Young Lions,blurs,1
04: Young Lions,body,2
04: Young Lions,book,3
04: Young Lions,books,2
04: Young Lions,booth,2
04: Young Lions,bothering,1
04: Young Lions,bottom,2
04: Young Lions,bought,3
04: Young Lions,bouncer,1
04: Young Lions,bouncers,3
04: Young Lions,bout,2
04: Young Lions,bows,1
04: Young Lions,box,5
04: Young Lions,boy,9
04: Young Lions,breeze,1
04: Young Lions,brightened,1
04: Young Lions,brighter,2
04: Young Lions,bring,3
04: Young Lions,broke,1
04: Young Lions,brother,2
04: Young Lions,brought,1
04: Young Lions,brushed,3
04: Young Lions,building,1
04: Young Lions,buildings,1
04: Young Lions,bulldog,1
04: Young Lions,bullet,1
04: Young Lions,bum,4
04: Young Lions,burberry,1
04: Young Lions,burglarize,1
04: Young Lions,burglary,1
04: Young Lions,bus,8
04: Young Lions,business,2
04: Young Lions,button,1
04: Young Lions,buy,2
04: Young Lions,c,1
04: Young Lions,ca,4
04: Young Lions,caesar,75
04: Young Lions,call,6
04: Young Lions,called,6
04: Young Lions,calling,4
04: Young Lions,calm,2
04: Young Lions,came,13
04: Young Lions,camera,3
04: Young Lions,candy,1
04: Young Lions,capitol,1
04: Young Lions,car,4
04: Young Lions,card,1
04: Young Lions,cardozo,1
04: Young Lions,carnations,1
04: Young Lions,carol,29
04: Young Lions,carried,1
04: Young Lions,carry,2
04: Young Lions,carrying,3
04: Young Lions,carstairs,1
04: Young Lions,carton,3
04: Young Lions,cartons,1
04: Young Lions,case,3
04: Young Lions,cash,1
04: Young Lions,cassette,2
04: Young Lions,cassettes,1
04: Young Lions,cataloging,1
04: Young Lions,catered,1
04: Young Lions,caught,3
04: Young Lions,cause,2
04: Young Lions,celebrities,1
04: Young Lions,center,1
04: Young Lions,certain,2
04: Young Lions,certainty,1
04: Young Lions,certificate,2
04: Young Lions,chair,4
04: Young Lions,chances,1
04: Young Lions,change,2
04: Young Lions,changed,3
04: Young Lions,chase,1
04: Young Lions,cheap,1
04: Young Lions,checked,1
04: Young Lions,checking,1
04: Young Lions,cheek,1
04: Young Lions,chevy,1
04: Young Lions,child,2
04: Young Lions,children,6
04: Young Lions,chilled,2
04: Young Lions,chin,2
04: Young Lions,choice,1
04: Young Lions,circle,3
04: Young Lions,clean,1
04: Young Lions,clearly,1
04: Young Lions,clerk,1
04: Young Lions,climbing,1
04: Young Lions,clock,1
04: Young Lions,close,3
04: Young Lions,closed,4
04: Young Lions,closeout,1
04: Young Lions,closer,2
04: Young Lions,closet,1
04: Young Lions,closing,2
04: Young Lions,clothes,3
04: Young Lions,club,1
04: Young Lions,coast,1
04: Young Lions,coat,1
04: Young Lions,coaxing,1
04: Young Lions,cocksure,1
04: Young Lions,cocoon,1
04: Young Lions,coded,1
04: Young Lions,coincidences,2
04: Young Lions,cold,2
04: Young Lions,colder,1
04: Young Lions,collar,1
04: Young Lions,collection,1
04: Young Lions,combed,1
04: Young Lions,come,14
04: Young Lions,commence,1
04: Young Lions,completed,1
04: Young Lions,concerned,1
04: Young Lions,conjure,1
04: Young Lions,connecticut,4
04: Young Lions,consider,1
04: Young Lions,considered,2
04: Young Lions,constitution,2
04: Young Lions,continued,3
04: Young Lions,convince,1
04: Young Lions,cool,1
04: Young Lions,cooler,1
04: Young Lions,copier,1
04: Young Lions,corner,4
04: Young Lions,couch,1
04: Young Lions,could,29
04: Young Lions,count,1
04: Young Lions,counted,1
04: Young Lions,counter,1
04: Young Lions,counting,1
04: Young Lions,cousin,1
04: Young Lions,crackhead,1
04: Young Lions,creole,1
04: Young Lions,crime,1
04: Young Lions,crossed,7
04: Young Lions,crowd,2
04: Young Lions,crumbled,1
04: Young Lions,cry,2
04: Young Lions,crying,3
04: Young Lions,curious,2
04: Young Lions,cursing,1
04: Young Lions,curtain,1
04: Young Lions,curtains,1
04: Young Lions,customer,1
04: Young Lions,customers,1
04: Young Lions,cut,1
04: Young Lions,daddy,2
04: Young Lions,dance,2
04: Young Lions,dances,1
04: Young Lions,dancing,3
04: Young Lions,danger,1
04: Young Lions,dangling,1
04: Young Lions,dark,4
04: Young Lions,darkened,2
04: Young Lions,dated,1
04: Young Lions,dating,1
04: Young Lions,day,12
04: Young Lions,days,6
04: Young Lions,dead,3
04: Young Lions,death,2
04: Young Lions,debris,1
04: Young Lions,december,1
04: Young Lions,decided,1
04: Young Lions,deliveries,1
04: Young Lions,deposit,1
04: Young Lions,deposited,1
04: Young Lions,deserved,1
04: Young Lions,despite,1
04: Young Lions,dick,1
04: Young Lions,die,1
04: Young Lions,died,1
04: Young Lions,dies,1
04: Young Lions,dinner,3
04: Young Lions,direction,1
04: Young Lions,dirt,1
04: Young Lions,disappeared,1
04: Young Lions,disappointed,1
04: Young Lions,dislike,1
04: Young Lions,display,1
04: Young Lions,displayed,1
04: Young Lions,distance,3
04: Young Lions,distinguish,1
04: Young Lions,doin,1
04: Young Lions,dollars,3
04: Young Lions,dominance,1
04: Young Lions,done,3
04: Young Lions,door,10
04: Young Lions,doors,1
04: Young Lions,downing,1
04: Young Lions,downtown,1
04: Young Lions,dozens,2
04: Young Lions,drained,1
04: Young Lions,drawer,1
04: Young Lions,drawing,1
04: Young Lions,dreamed,1
04: Young Lions,dreams,3
04: Young Lions,dress,1
04: Young Lions,dressed,2
04: Young Lions,dressing,1
04: Young Lions,drink,1
04: Young Lions,drinking,1
04: Young Lions,drop,1
04: Young Lions,dropped,4
04: Young Lions,dropping,1
04: Young Lions,drove,1
04: Young Lions,drudgery,1
04: Young Lions,drunk,1
04: Young Lions,due,1
04: Young Lions,dumbly,1
04: Young Lions,dump,1
04: Young Lions,dumping,1
04: Young Lions,dupont,3
04: Young Lions,dye,2
04: Young Lions,e,2
04: Young Lions,eager,1
04: Young Lions,ear,2
04: Young Lions,earlobe,1
04: Young Lions,early,1
04: Young Lions,earrings,1
04: Young Lions,eased,1
04: Young Lions,easiest,1
04: Young Lions,easily,1
04: Young Lions,easy,2
04: Young Lions,eaten,2
04: Young Lions,eating,2
04: Young Lions,edges,1
04: Young Lions,effect,1
04: Young Lions,eight,2
04: Young Lions,either,3
04: Young Lions,elbow,1
04: Young Lions,elephant,1
04: Young Lions,else,1
04: Young Lions,elsewhere,1
04: Young Lions,em,5
04: Young Lions,employees,1
04: Young Lions,empty,2
04: Young Lions,end,4
04: Young Lions,ended,1
04: Young Lions,ending,1
04: Young Lions,enjoy,1
04: Young Lions,enjoyed,3
04: Young Lions,enough,6
04: Young Lions,enter,1
04: Young Lions,entered,1
04: Young Lions,entire,1
04: Young Lions,euphemism,1
04: Young Lions,even,8
04: Young Lions,evening,6
04: Young Lions,evenings,1
04: Young Lions,ever,2
04: Young Lions,every,5
04: Young Lions,everyone,1
04: Young Lions,everything,9
04: Young Lions,except,5
04: Young Lions,excited,1
04: Young Lions,exhausted,1
04: Young Lions,expect,1
04: Young Lions,expected,2
04: Young Lions,expecting,1
04: Young Lions,expensive,3
04: Young Lions,exploded,1
04: Young Lions,explosions,1
04: Young Lions,expression,1
04: Young Lions,extended,1
04: Young Lions,eyeglasses,1
04: Young Lions,eyes,7
04: Young Lions,f,2
04: Young Lions,face,13
04: Young Lions,faces,1
04: Young Lions,facing,1
04: Young Lions,fact,1
04: Young Lions,faith,2
04: Young Lions,fall,3
04: Young Lions,falling,1
04: Young Lions,family,3
04: Young Lions,fann,1
04: Young Lions,far,2
04: Young Lions,fascinated,1
04: Young Lions,father,28
04: Young Lions,favor,1
04: Young Lions,favorite,2
04: Young Lions,fear,1
04: Young Lions,features,1
04: Young Lions,feeble,1
04: Young Lions,feedin,1
04: Young Lions,feel,1
04: Young Lions,feet,7
04: Young Lions,fell,1
04: Young Lions,fella,1
04: Young Lions,fellow,2
04: Young Lions,felt,5
04: Young Lions,fence,1
04: Young Lions,fhffif,1
04: Young Lions,fhingr,1
04: Young Lions,fie,1
04: Young Lions,fifties,1
04: Young Lions,figured,2
04: Young Lions,fill,1
04: Young Lions,film,1
04: Young Lions,filth,1
04: Young Lions,final,1
04: Young Lions,finally,4
04: Young Lions,find,3
04: Young Lions,finding,1
04: Young Lions,fine,2
04: Young Lions,finger,1
04: Young Lions,fingers,2
04: Young Lions,finished,3
04: Young Lions,first,17
04: Young Lions,fist,1
04: Young Lions,fit,1
04: Young Lions,five,3
04: Young Lions,fix,1
04: Young Lions,fjrpall,1
04: Young Lions,floor,2
04: Young Lions,florida,1
04: Young Lions,florist,1
04: Young Lions,flow,1
04: Young Lions,flowers,3
04: Young Lions,flung,1
04: Young Lions,fnewshid,1
04: Young Lions,fold,1
04: Young Lions,folded,1
04: Young Lions,follow,1
04: Young Lions,followed,5
04: Young Lions,following,3
04: Young Lions,fools,2
04: Young Lions,foot,1
04: Young Lions,forehead,3
04: Young Lions,foreign,1
04: Young Lions,forever,1
04: Young Lions,forget,2
04: Young Lions,forgot,1
04: Young Lions,forward,1
04: Young Lions,found,7
04: Young Lions,four,1
04: Young Lions,fourth,1
04: Young Lions,fragments,1
04: Young Lions,frame,1
04: Young Lions,fred,1
04: Young Lions,free,1
04: Young Lions,french,4
04: Young Lions,friday,3
04: Young Lions,fridayjf,1
04: Young Lions,fridays,3
04: Young Lions,friend,1
04: Young Lions,friends,1
04: Young Lions,front,9
04: Young Lions,frp,1
04: Young Lions,fuck,2
04: Young Lions,fuckin,2
04: Young Lions,full,1
04: Young Lions,function,1
04: Young Lions,functional,1
04: Young Lions,funeral,2
04: Young Lions,funny,1
04: Young Lions,future,1
04: Young Lions,garlic,1
04: Young Lions,gathered,1
04: Young Lions,gave,7
04: Young Lions,gentlemens,1
04: Young Lions,gently,2
04: Young Lions,georgia,1
04: Young Lions,get,9
04: Young Lions,gets,1
04: Young Lions,gettin,1
04: Young Lions,getting,2
04: Young Lions,giant,1
04: Young Lions,girl,1
04: Young Lions,girlpgain,1
04: Young Lions,give,1
04: Young Lions,given,1
04: Young Lions,glad,1
04: Young Lions,glass,1
04: Young Lions,glasses,1
04: Young Lions,go,12
04: Young Lions,god,2
04: Young Lions,goddamn,2
04: Young Lions,going,4
04: Young Lions,gold,3
04: Young Lions,gon,2
04: Young Lions,gone,5
04: Young Lions,good,6
04: Young Lions,got,23
04: Young Lions,gotten,2
04: Young Lions,government,3
04: Young Lions,grab,1
04: Young Lions,grabbed,2
04: Young Lions,grandmother,1
04: Young Lions,grass,1
04: Young Lions,grave,1
04: Young Lions,green,3
04: Young Lions,grew,2
04: Young Lions,ground,3
04: Young Lions,group,1
04: Young Lions,growing,1
04: Young Lions,grown,1
04: Young Lions,guard,3
04: Young Lions,gun,8
04: Young Lions,guns,1
04: Young Lions,guy,1
04: Young Lions,h,3
04: Young Lions,habits,1
04: Young Lions,hair,2
04: Young Lions,half,4
04: Young Lions,hall,5
04: Young Lions,halls,1
04: Young Lions,hampshire,1
04: Young Lions,hand,9
04: Young Lions,hands,3
04: Young Lions,hang,1
04: Young Lions,hangers,1
04: Young Lions,hanging,1
04: Young Lions,happen,1
04: Young Lions,happened,1
04: Young Lions,happy,1
04: Young Lions,hard,1
04: Young Lions,hat,2
04: Young Lions,haven,2
04: Young Lions,hawaiian,3
04: Young Lions,head,7
04: Young Lions,heading,7
04: Young Lions,heads,1
04: Young Lions,hear,3
04: Young Lions,heard,2
04: Young Lions,hearing,1
04: Young Lions,heart,2
04: Young Lions,heat,1
04: Young Lions,heh,17
04: Young Lions,held,1
04: Young Lions,hell,1
04: Young Lions,help,2
04: Young Lions,helped,1
04: Young Lions,heroin,3
04: Young Lions,hey,1
04: Young Lions,hiding,1
04: Young Lions,high,4
04: Young Lions,hill,1
04: Young Lions,himjhe,1
04: Young Lions,hissed,1
04: Young Lions,hit,1
04: Young Lions,hold,1
04: Young Lions,holdin,1
04: Young Lions,holding,2
04: Young Lions,home,25
04: Young Lions,hony,1
04: Young Lions,hop,1
04: Young Lions,hopes,1
04: Young Lions,hoping,1
04: Young Lions,horse,1
04: Young Lions,hospital,5
04: Young Lions,hothead,1
04: Young Lions,hour,1
04: Young Lions,hours,2
04: Young Lions,house,16
04: Young Lions,housemates,1
04: Young Lions,houses,1
04: Young Lions,howard,1
04: Young Lions,however,1
04: Young Lions,hundred,1
04: Young Lions,hundreds,1
04: Young Lions,hung,3
04: Young Lions,hurried,1
04: Young Lions,hurt,5
04: Young Lions,hurting,1
04: Young Lions,idea,1
04: Young Lions,identity,1
04: Young Lions,ii,1
04: Young Lions,image,1
04: Young Lions,importance,1
04: Young Lions,impressive,1
04: Young Lions,inappropriate,1
04: Young Lions,inches,1
04: Young Lions,including,1
04: Young Lions,indeed,1
04: Young Lions,indicated,1
04: Young Lions,inever,1
04: Young Lions,ingraham,1
04: Young Lions,ingredients,1
04: Young Lions,inner,1
04: Young Lions,inside,1
04: Young Lions,insteada,1
04: Young Lions,insulted,1
04: Young Lions,interested,2
04: Young Lions,interjected,1
04: Young Lions,introduced,1
04: Young Lions,involve,1
04: Young Lions,irflin,1
04: Young Lions,irredeemable,1
04: Young Lions,isherman,1
04: Young Lions,isotof,1
04: Young Lions,item,1
04: Young Lions,itrlie,1
04: Young Lions,itvheelerjand,1
04: Young Lions,iv,1
04: Young Lions,ivhich,1
04: Young Lions,j,2
04: Young Lions,jacket,3
04: Young Lions,jaesar,1
04: Young Lions,jesus,1
04: Young Lions,jie,1
04: Young Lions,job,5
04: Young Lions,joined,1
04: Young Lions,joint,1
04: Young Lions,joked,1
04: Young Lions,jsandraa,1
04: Young Lions,jsherman,1
04: Young Lions,jump,1
04: Young Lions,junkie,1
04: Young Lions,jvianny,1
04: Young Lions,k,1
04: Young Lions,kept,4
04: Young Lions,key,3
04: Young Lions,kick,1
04: Young Lions,kill,1
04: Young Lions,kind,2
04: Young Lions,kings,1
04: Young Lions,kissed,2
04: Young Lions,kissing,1
04: Young Lions,kitchen,4
04: Young Lions,knelt,2
04: Young Lions,knew,17
04: Young Lions,knocking,1
04: Young Lions,knots,1
04: Young Lions,know,13
04: Young Lions,knowing,3
04: Young Lions,known,1
04: Young Lions,knuckles,1
04: Young Lions,lace,1
04: Young Lions,lady,2
04: Young Lions,lafayette,4
