story,lowercase,count
11: Gospel,em,1
11: Gospel,empty,6
11: Gospel,end,4
11: Gospel,ended,1
11: Gospel,enough,7
11: Gospel,entice,1
11: Gospel,envied,1
11: Gospel,escape,1
11: Gospel,even,6
11: Gospel,evenin,1
11: Gospel,evening,2
11: Gospel,eventually,1
11: Gospel,ever,5
11: Gospel,every,5
11: Gospel,everybody,2
11: Gospel,everyone,2
11: Gospel,everything,1
11: Gospel,everywhere,1
11: Gospel,except,3
11: Gospel,excuse,1
11: Gospel,excuses,1
11: Gospel,expected,1
11: Gospel,expensive,1
11: Gospel,extended,1
11: Gospel,extreme,1
11: Gospel,eye,1
11: Gospel,eyes,3
11: Gospel,face,4
11: Gospel,fact,1
11: Gospel,fairmont,1
11: Gospel,fall,1
11: Gospel,falling,2
11: Gospel,far,3
11: Gospel,fast,1
11: Gospel,father,7
11: Gospel,favorite,1
11: Gospel,favorites,1
11: Gospel,feast,1
11: Gospel,feel,2
11: Gospel,feet,3
11: Gospel,fell,2
11: Gospel,felt,3
11: Gospel,festivities,1
11: Gospel,fifteen,1
11: Gospel,fifty,1
11: Gospel,fights,1
11: Gospel,figure,1
11: Gospel,figures,1
11: Gospel,filtered,1
11: Gospel,final,1
11: Gospel,finally,1
11: Gospel,find,7
11: Gospel,finger,1
11: Gospel,fingers,1
11: Gospel,finished,4
11: Gospel,fire,3
11: Gospel,fireman,1
11: Gospel,firemen,4
11: Gospel,first,13
11: Gospel,fit,1
11: Gospel,five,3
11: Gospel,flies,1
11: Gospel,flipping,1
11: Gospel,flock,1
11: Gospel,florida,1
11: Gospel,flow,1
11: Gospel,followed,1
11: Gospel,foolishness,1
11: Gospel,football,1
11: Gospel,footprints,1
11: Gospel,forever,3
11: Gospel,forgave,2
11: Gospel,forgive,1
11: Gospel,forgiving,1
11: Gospel,forward,2
11: Gospel,fought,1
11: Gospel,found,1
11: Gospel,four,13
11: Gospel,fourth,1
11: Gospel,fragrant,1
11: Gospel,fresh,1
11: Gospel,friday,1
11: Gospel,friend,5
11: Gospel,friends,3
11: Gospel,frighten,1
11: Gospel,front,4
11: Gospel,frozen,1
11: Gospel,full,2
11: Gospel,fullest,1
11: Gospel,fur,7
11: Gospel,gain,1
11: Gospel,garble,1
11: Gospel,gaunt,2
11: Gospel,gave,3
11: Gospel,general,4
11: Gospel,generally,2
11: Gospel,generously,1
11: Gospel,gentle,1
11: Gospel,gentlemen,1
11: Gospel,gesture,2
11: Gospel,get,14
11: Gospel,gettin,1
11: Gospel,gift,1
11: Gospel,giggle,1
11: Gospel,giggles,1
11: Gospel,girl,3
11: Gospel,give,2
11: Gospel,given,1
11: Gospel,gives,1
11: Gospel,glass,6
11: Gospel,go,10
11: Gospel,god,14
11: Gospel,goin,1
11: Gospel,going,4
11: Gospel,golden,1
11: Gospel,gon,8
11: Gospel,gone,4
11: Gospel,good,7
11: Gospel,goose,1
11: Gospel,gospel,8
11: Gospel,gospelteers,15
11: Gospel,gossip,1
11: Gospel,got,15
11: Gospel,gotdamn,1
11: Gospel,gown,4
11: Gospel,gowns,2
11: Gospel,grace,2
11: Gospel,grandmother,2
11: Gospel,grandness,1
11: Gospel,grandson,1
11: Gospel,grape,1
11: Gospel,greasy,1
11: Gospel,greatest,1
11: Gospel,greeted,1
11: Gospel,grew,2
11: Gospel,grill,1
11: Gospel,ground,2
11: Gospel,group,26
11: Gospel,groups,3
11: Gospel,grow,1
11: Gospel,guide,1
11: Gospel,gutter,1
11: Gospel,half,2
11: Gospel,hall,7
11: Gospel,halls,1
11: Gospel,hand,3
11: Gospel,hands,4
11: Gospel,handsome,2
11: Gospel,handsomeness,1
11: Gospel,happen,1
11: Gospel,happened,2
11: Gospel,happy,2
11: Gospel,hard,1
11: Gospel,harry,4
11: Gospel,hat,3
11: Gospel,havin,2
11: Gospel,head,8
11: Gospel,heads,1
11: Gospel,hear,6
11: Gospel,heard,4
11: Gospel,hearing,1
11: Gospel,heart,5
11: Gospel,heaven,3
11: Gospel,heavenly,5
11: Gospel,held,1
11: Gospel,hell,1
11: Gospel,help,3
11: Gospel,helped,1
11: Gospel,helper,1
11: Gospel,helping,2
11: Gospel,helplessly,1
11: Gospel,hem,1
11: Gospel,hesitated,1
11: Gospel,high,5
11: Gospel,higher,1
11: Gospel,hitting,1
11: Gospel,hold,3
11: Gospel,holding,1
11: Gospel,holy,5
11: Gospel,home,11
11: Gospel,hoouuse,1
11: Gospel,hope,1
11: Gospel,horizon,1
11: Gospel,hoses,1
11: Gospel,hospital,1
11: Gospel,hours,1
11: Gospel,house,17
11: Gospel,houses,1
11: Gospel,howard,1
11: Gospel,huge,1
11: Gospel,hugged,1
11: Gospel,hughes,1
11: Gospel,huh,2
11: Gospel,hundred,1
11: Gospel,hungry,1
11: Gospel,hunks,1
11: Gospel,hurried,1
11: Gospel,hurt,1
11: Gospel,husband,10
11: Gospel,husbands,2
11: Gospel,hussy,2
11: Gospel,hymn,1
11: Gospel,ice,4
11: Gospel,ignored,1
11: Gospel,image,1
11: Gospel,immediately,1
11: Gospel,important,1
11: Gospel,inaugurating,1
11: Gospel,inch,2
11: Gospel,inches,1
11: Gospel,indisposed,1
11: Gospel,inspected,1
11: Gospel,installed,1
11: Gospel,instant,2
11: Gospel,intersecting,1
11: Gospel,interviewer,1
11: Gospel,introducing,1
11: Gospel,irritated,1
11: Gospel,ivory,1
11: Gospel,jackson,1
11: Gospel,jesse,10
11: Gospel,jessie,5
11: Gospel,jesus,7
11: Gospel,john,3
11: Gospel,joined,1
11: Gospel,jordan,2
11: Gospel,keep,2
11: Gospel,keeping,1
11: Gospel,kentucky,1
11: Gospel,kept,3
11: Gospel,key,2
11: Gospel,keys,1
11: Gospel,kiddin,1
11: Gospel,kind,1
11: Gospel,kinda,1
11: Gospel,king,1
11: Gospel,kingdom,1
11: Gospel,kiss,4
11: Gospel,kitchen,4
11: Gospel,knew,6
11: Gospel,knocked,1
11: Gospel,knocking,1
11: Gospel,know,7
11: Gospel,knowing,1
11: Gospel,known,1
11: Gospel,ladies,1
11: Gospel,land,2
11: Gospel,landmarks,1
11: Gospel,large,4
11: Gospel,larger,1
11: Gospel,last,6
11: Gospel,lasted,1
11: Gospel,late,2
11: Gospel,lately,1
11: Gospel,later,4
11: Gospel,laughed,4
11: Gospel,leading,2
11: Gospel,lean,1
11: Gospel,leaned,4
11: Gospel,leave,1
11: Gospel,leaving,1
11: Gospel,lectern,1
11: Gospel,led,2
11: Gospel,left,4
11: Gospel,legitimate,2
11: Gospel,legs,1
11: Gospel,lemonade,3
11: Gospel,let,6
11: Gospel,letter,1
11: Gospel,letters,2
11: Gospel,licenses,1
11: Gospel,life,7
11: Gospel,light,3
11: Gospel,lightly,2
11: Gospel,like,10
11: Gospel,liked,1
11: Gospel,lincoln,1
11: Gospel,line,1
11: Gospel,lines,1
11: Gospel,lips,3
11: Gospel,liquid,1
11: Gospel,listen,1
11: Gospel,listening,1
11: Gospel,lists,1
11: Gospel,little,9
11: Gospel,lived,5
11: Gospel,living,4
11: Gospel,lobbies,1
11: Gospel,locked,2
11: Gospel,long,10
11: Gospel,longer,6
11: Gospel,look,6
11: Gospel,looked,8
11: Gospel,lookin,1
11: Gospel,looking,1
11: Gospel,loose,1
11: Gospel,lord,6
11: Gospel,lorton,1
11: Gospel,lose,1
11: Gospel,lost,1
11: Gospel,lot,1
11: Gospel,loud,1
11: Gospel,loudly,1
11: Gospel,louis,2
11: Gospel,lounge,1
11: Gospel,loved,1
11: Gospel,lure,1
11: Gospel,luther,1
11: Gospel,m,2
11: Gospel,mad,2
11: Gospel,made,9
11: Gospel,mae,15
11: Gospel,magnificent,1
11: Gospel,mahalia,1
11: Gospel,make,8
11: Gospel,male,1
11: Gospel,malfunctioned,1
11: Gospel,mama,1
11: Gospel,man,31
11: Gospel,many,3
11: Gospel,marriage,3
11: Gospel,marriages,1
11: Gospel,marry,1
11: Gospel,martin,1
11: Gospel,massachusetts,1
11: Gospel,master,1
11: Gospel,maude,32
11: Gospel,may,1
11: Gospel,maybe,3
11: Gospel,mccollough,2
11: Gospel,mean,3
11: Gospel,medical,1
11: Gospel,medicine,1
11: Gospel,meet,2
11: Gospel,melted,1
11: Gospel,melvin,1
11: Gospel,member,2
11: Gospel,members,8
11: Gospel,men,8
11: Gospel,message,1
11: Gospel,messenger,1
11: Gospel,met,2
11: Gospel,metal,1
11: Gospel,metrobus,1
11: Gospel,midway,2
11: Gospel,might,2
11: Gospel,miles,1
11: Gospel,mind,1
11: Gospel,mingling,1
11: Gospel,minute,3
11: Gospel,minutes,1
11: Gospel,mirror,6
11: Gospel,miss,1
11: Gospel,misspelled,1
11: Gospel,mistaken,1
11: Gospel,mixture,1
11: Gospel,moment,1
11: Gospel,moments,2
11: Gospel,month,1
11: Gospel,months,2
11: Gospel,mood,1
11: Gospel,morning,7
11: Gospel,mother,8
11: Gospel,motor,1
11: Gospel,mouths,1
11: Gospel,move,3
11: Gospel,moved,1
11: Gospel,moving,2
11: Gospel,much,7
11: Gospel,mumblings,1
11: Gospel,murmurs,1
11: Gospel,music,1
11: Gospel,must,1
11: Gospel,musta,1
11: Gospel,na,8
11: Gospel,nakedness,1
11: Gospel,name,2
11: Gospel,navy,1
11: Gospel,near,4
11: Gospel,nearly,1
11: Gospel,never,6
11: Gospel,new,2
11: Gospel,newest,1
11: Gospel,newspaper,2
11: Gospel,next,3
11: Gospel,nice,2
11: Gospel,night,6
11: Gospel,nights,1
11: Gospel,nobody,1
11: Gospel,nod,1
11: Gospel,nodded,3
11: Gospel,none,1
11: Gospel,north,1
11: Gospel,northeast,1
11: Gospel,northwest,2
11: Gospel,nose,1
11: Gospel,notation,1
11: Gospel,note,2
11: Gospel,noted,1
11: Gospel,nothin,1
11: Gospel,nothing,4
11: Gospel,notice,2
11: Gospel,numbers,1
11: Gospel,obligation,1
11: Gospel,occasional,1
11: Gospel,occasionally,1
11: Gospel,odor,1
11: Gospel,offer,1
11: Gospel,offered,2
11: Gospel,office,1
11: Gospel,offices,1
11: Gospel,often,2
11: Gospel,oh,10
11: Gospel,oil,1
11: Gospel,okay,1
11: Gospel,old,18
11: Gospel,older,3
11: Gospel,one,31
11: Gospel,ones,1
11: Gospel,ooh,3
11: Gospel,opened,2
11: Gospel,original,1
11: Gospel,others,2
11: Gospel,otherwise,1
11: Gospel,outgrown,1
11: Gospel,outside,3
11: Gospel,outta,1
11: Gospel,overweight,1
11: Gospel,owed,2
11: Gospel,owing,1
11: Gospel,packed,1
11: Gospel,packing,1
11: Gospel,pages,1
11: Gospel,paid,2
11: Gospel,paper,1
11: Gospel,parents,1
11: Gospel,park,1
11: Gospel,parked,1
11: Gospel,parking,2
11: Gospel,part,6
11: Gospel,particular,1
11: Gospel,particularly,1
11: Gospel,passed,2
11: Gospel,passenger,1
11: Gospel,passionate,1
11: Gospel,pastor,7
11: Gospel,pastors,2
11: Gospel,patient,1
11: Gospel,payment,1
11: Gospel,peace,2
11: Gospel,peed,1
11: Gospel,people,18
11: Gospel,perfect,1
11: Gospel,perhaps,5
11: Gospel,person,1
11: Gospel,pew,1
11: Gospel,phone,1
11: Gospel,photograph,1
11: Gospel,piano,6
11: Gospel,pick,4
11: Gospel,picture,1
11: Gospel,pictures,1
11: Gospel,pieces,1
11: Gospel,pilgrim,1
11: Gospel,pinch,1
11: Gospel,pinched,1
11: Gospel,pitying,1
11: Gospel,place,8
11: Gospel,placed,1
11: Gospel,plain,1
11: Gospel,plastic,1
11: Gospel,play,1
11: Gospel,player,5
11: Gospel,playin,1
11: Gospel,playing,1
11: Gospel,pleased,2
11: Gospel,pleasure,1
11: Gospel,plenty,1
11: Gospel,plumber,1
11: Gospel,pocketbook,3
11: Gospel,pointed,2
11: Gospel,policeman,1
11: Gospel,politicians,1
11: Gospel,poor,1
11: Gospel,porch,1
11: Gospel,portraits,1
11: Gospel,posed,1
11: Gospel,positive,1
11: Gospel,pound,1
11: Gospel,practiced,1
11: Gospel,pray,1
11: Gospel,prayers,1
11: Gospel,preached,1
11: Gospel,preaching,2
11: Gospel,prepared,1
11: Gospel,pretty,1
11: Gospel,pride,1
11: Gospel,print,1
11: Gospel,profoundly,1
11: Gospel,program,9
11: Gospel,programs,1
11: Gospel,promised,1
11: Gospel,promising,1
11: Gospel,property,1
11: Gospel,proud,1
11: Gospel,pull,2
11: Gospel,pulled,1
11: Gospel,pulpit,3
11: Gospel,put,6
11: Gospel,putting,1
11: Gospel,quality,1
11: Gospel,queen,1
11: Gospel,quick,1
11: Gospel,quiet,1
11: Gospel,quietly,1
11: Gospel,radio,2
11: Gospel,rain,1
11: Gospel,rained,1
11: Gospel,raised,4
11: Gospel,ralph,8
11: Gospel,ran,1
11: Gospel,rarely,1
11: Gospel,reached,6
11: Gospel,read,1
11: Gospel,reading,1
11: Gospel,ready,5
11: Gospel,real,2
11: Gospel,realized,1
11: Gospel,really,1
11: Gospel,rearview,1
11: Gospel,recall,1
11: Gospel,recent,1
11: Gospel,record,2
11: Gospel,records,1
11: Gospel,recruited,1
11: Gospel,redemption,1
11: Gospel,refilled,2
11: Gospel,refrain,1
11: Gospel,refused,1
11: Gospel,relaxed,1
11: Gospel,remaining,1
11: Gospel,remains,1
11: Gospel,remarks,1
11: Gospel,remember,1
11: Gospel,remembered,2
11: Gospel,remind,1
11: Gospel,reminds,2
11: Gospel,replace,1
11: Gospel,reputation,2
11: Gospel,residency,1
11: Gospel,respectable,1
11: Gospel,respectful,1
11: Gospel,respectfully,1
11: Gospel,returned,2
11: Gospel,reverend,18
11: Gospel,reviewed,1
11: Gospel,ride,2
11: Gospel,right,9
11: Gospel,ring,1
11: Gospel,ritter,5
11: Gospel,river,9
11: Gospel,road,1
11: Gospel,roar,1
11: Gospel,rolled,1
11: Gospel,rolling,2
11: Gospel,romance,1
11: Gospel,room,6
11: Gospel,rooms,4
11: Gospel,root,1
11: Gospel,rouged,1
11: Gospel,round,2
11: Gospel,saddled,1
11: Gospel,sadness,1
11: Gospel,said,77
11: Gospel,sang,6
11: Gospel,sat,6
11: Gospel,satisfying,1
11: Gospel,saturday,1
11: Gospel,saunders,11
11: Gospel,saved,1
11: Gospel,savior,4
11: Gospel,saw,3
11: Gospel,say,10
11: Gospel,saying,1
11: Gospel,scattered,1
11: Gospel,school,1
11: Gospel,score,1
11: Gospel,seat,3
11: Gospel,seats,1
11: Gospel,second,7
11: Gospel,seconds,1
11: Gospel,secrets,1
11: Gospel,see,18
11: Gospel,seeing,4
11: Gospel,seeking,1
11: Gospel,seemed,4
11: Gospel,seen,3
11: Gospel,sell,1
11: Gospel,selling,1
11: Gospel,senior,1
11: Gospel,sense,1
11: Gospel,senses,1
11: Gospel,sent,3
11: Gospel,services,1
11: Gospel,set,5
11: Gospel,sets,1
11: Gospel,settee,1
11: Gospel,settled,1
11: Gospel,seven,2
11: Gospel,several,1
11: Gospel,shadiest,1
11: Gospel,shadows,1
11: Gospel,shaking,1
11: Gospel,shape,1
11: Gospel,sheba,1
11: Gospel,sho,1
11: Gospel,shook,4
11: Gospel,shoulda,1
11: Gospel,shoulder,2
11: Gospel,show,1
11: Gospel,shut,1
11: Gospel,sick,1
11: Gospel,sickness,1
11: Gospel,side,4
11: Gospel,sides,4
11: Gospel,sidewalk,2
11: Gospel,sighed,1
11: Gospel,sighted,2
11: Gospel,sign,2
11: Gospel,silence,1
11: Gospel,silent,3
11: Gospel,silhouetted,1
11: Gospel,sin,2
11: Gospel,since,1
11: Gospel,sing,16
11: Gospel,singers,1
11: Gospel,singin,1
11: Gospel,singing,8
11: Gospel,sink,3
11: Gospel,sipping,1
11: Gospel,sister,3
11: Gospel,sit,1
11: Gospel,sittin,1
11: Gospel,six,1
11: Gospel,sixty,1
11: Gospel,size,1
11: Gospel,skeleton,1
11: Gospel,sky,1
11: Gospel,slater,5
11: Gospel,sleeves,1
11: Gospel,slightly,1
11: Gospel,slippers,1
11: Gospel,slowly,1
11: Gospel,small,7
11: Gospel,smile,3
11: Gospel,smith,2
11: Gospel,smoke,1
11: Gospel,snap,1
11: Gospel,snow,9
11: Gospel,snowing,1
11: Gospel,soda,1
11: Gospel,solitary,4
11: Gospel,solo,2
11: Gospel,somebody,1
11: Gospel,someone,2
11: Gospel,someplace,1
11: Gospel,somethin,1
11: Gospel,something,1
11: Gospel,sometimes,2
11: Gospel,son,7
11: Gospel,song,2
11: Gospel,songs,3
11: Gospel,sons,1
11: Gospel,soon,1
11: Gospel,sorry,3
11: Gospel,soul,1
11: Gospel,sound,3
11: Gospel,south,2
11: Gospel,southeast,2
11: Gospel,space,1
11: Gospel,speak,1
11: Gospel,speaker,1
11: Gospel,speakers,2
11: Gospel,speaking,1
11: Gospel,speed,1
11: Gospel,spending,1
11: Gospel,spent,2
11: Gospel,spiritual,1
11: Gospel,spirituals,1
11: Gospel,spoiled,1
11: Gospel,spoke,2
11: Gospel,sportin,2
11: Gospel,spot,2
11: Gospel,stand,3
11: Gospel,standin,1
11: Gospel,standing,2
11: Gospel,stare,1
11: Gospel,start,1
11: Gospel,started,2
11: Gospel,station,1
11: Gospel,stay,3
11: Gospel,stayed,1
11: Gospel,steal,2
11: Gospel,steering,1
11: Gospel,stench,1
11: Gospel,stepped,3
11: Gospel,steps,2
11: Gospel,sternly,1
11: Gospel,stifle,1
11: Gospel,still,13
11: Gospel,stood,3
11: Gospel,stool,1
11: Gospel,stop,2
11: Gospel,stopped,1
11: Gospel,store,1
11: Gospel,storefront,1
11: Gospel,straight,1
11: Gospel,straw,1
11: Gospel,street,15
11: Gospel,streets,1
11: Gospel,stretched,1
11: Gospel,strong,1
11: Gospel,structure,1
11: Gospel,studied,1
11: Gospel,studying,1
11: Gospel,stuff,1
11: Gospel,sugar,3
11: Gospel,suggested,1
11: Gospel,suit,1
11: Gospel,suits,1
11: Gospel,summer,1
11: Gospel,sun,1
11: Gospel,sunday,12
11: Gospel,sundays,1
11: Gospel,sung,2
11: Gospel,sure,3
11: Gospel,swelling,1
11: Gospel,swept,3
11: Gospel,swum,1
11: Gospel,sympathy,1
11: Gospel,tabernacle,5
11: Gospel,table,6
11: Gospel,tables,2
11: Gospel,tablespoon,1
11: Gospel,take,7
11: Gospel,taken,1
11: Gospel,takin,1
11: Gospel,taking,2
11: Gospel,talking,2
11: Gospel,tall,3
11: Gospel,tambourine,1
11: Gospel,tea,1
11: Gospel,teacher,1
11: Gospel,tease,1
11: Gospel,teasing,1
11: Gospel,teeth,1
11: Gospel,telephoned,1
11: Gospel,television,1
11: Gospel,tell,12
11: Gospel,telling,4
11: Gospel,thanked,2
11: Gospel,thankful,1
11: Gospel,thas,1
11: Gospel,thing,2
11: Gospel,things,4
11: Gospel,think,10
11: Gospel,thinkin,1
11: Gospel,third,1
11: Gospel,thirty,1
11: Gospel,thomas,1
11: Gospel,though,7
11: Gospel,thought,10
11: Gospel,thousand,2
11: Gospel,three,7
11: Gospel,throughout,1
11: Gospel,tickled,1
11: Gospel,tide,3
11: Gospel,tight,1
11: Gospel,till,1
11: Gospel,time,26
11: Gospel,tired,1
11: Gospel,tires,1
11: Gospel,today,2
11: Gospel,together,1
11: Gospel,told,12
11: Gospel,tolerable,1
11: Gospel,tomorrow,1
11: Gospel,tonight,1
11: Gospel,took,13
11: Gospel,top,2
11: Gospel,tore,1
11: Gospel,touch,1
11: Gospel,touched,1
11: Gospel,touching,1
11: Gospel,tout,1
11: Gospel,toward,2
11: Gospel,towers,2
11: Gospel,townsend,1
11: Gospel,traffic,2
11: Gospel,transistor,1
11: Gospel,treatments,1
11: Gospel,tree,1
11: Gospel,trees,2
11: Gospel,trim,1
11: Gospel,trouble,1
11: Gospel,truck,2
11: Gospel,trucks,1
11: Gospel,truth,1
11: Gospel,try,1
11: Gospel,trying,2
11: Gospel,tub,2
11: Gospel,tuned,1
11: Gospel,turn,1
11: Gospel,turned,11
11: Gospel,tvdinner,1
11: Gospel,twice,1
11: Gospel,two,15
11: Gospel,type,1
11: Gospel,ugly,1
11: Gospel,unblemished,1
11: Gospel,uncontrollable,1
11: Gospel,undeniable,1
11: Gospel,understand,2
11: Gospel,understandin,1
11: Gospel,undoubtedly,1
11: Gospel,unflinching,1
11: Gospel,university,1
11: Gospel,unkind,1
11: Gospel,unless,1
11: Gospel,unpalatable,1
11: Gospel,upon,2
11: Gospel,upstairs,3
11: Gospel,us,1
11: Gospel,used,2
11: Gospel,usually,2
11: Gospel,utter,2
11: Gospel,vague,1
11: Gospel,vi,8
11: Gospel,vice,1
11: Gospel,virgin,1
11: Gospel,vivian,68
11: Gospel,voice,6
11: Gospel,voices,1
11: Gospel,wait,2
11: Gospel,waited,3
11: Gospel,waitin,2
11: Gospel,waiting,3
11: Gospel,waitress,1
11: Gospel,walk,2
11: Gospel,walked,4
11: Gospel,walls,1
11: Gospel,want,9
11: Gospel,wanted,4
11: Gospel,warmth,1
11: Gospel,warned,1
11: Gospel,washington,4
11: Gospel,waste,1
11: Gospel,watch,3
11: Gospel,watched,7
11: Gospel,watchers,6
11: Gospel,water,4
11: Gospel,wavered,1
11: Gospel,way,10
11: Gospel,wealthy,1
11: Gospel,wear,1
11: Gospel,wearin,2
11: Gospel,wearing,1
11: Gospel,weary,1
11: Gospel,week,1
11: Gospel,weeks,1
11: Gospel,weight,1
11: Gospel,well,7
11: Gospel,went,14
11: Gospel,wesley,1
11: Gospel,wheel,1
11: Gospel,whenever,1
11: Gospel,whole,2
11: Gospel,wife,11
11: Gospel,wiggled,1
11: Gospel,willing,1
11: Gospel,window,2
11: Gospel,windows,1
11: Gospel,winds,1
11: Gospel,windshield,1
11: Gospel,winked,1
11: Gospel,wipers,1
11: Gospel,wished,1
11: Gospel,without,5
11: Gospel,wo,3
11: Gospel,wobbly,2
11: Gospel,woman,11
11: Gospel,women,31
11: Gospel,wonderful,1
11: Gospel,wondrous,1
11: Gospel,wood,1
11: Gospel,word,3
11: Gospel,words,11
11: Gospel,wore,3
11: Gospel,work,1
11: Gospel,workout,1
11: Gospel,world,12
11: Gospel,worse,1
11: Gospel,worst,1
11: Gospel,would,42
11: Gospel,wrath,1
11: Gospel,wrist,2
11: Gospel,written,1
11: Gospel,wrong,3
11: Gospel,wycb,1
11: Gospel,yall,6
11: Gospel,yard,1
11: Gospel,year,5
11: Gospel,years,8
11: Gospel,yes,2
11: Gospel,yet,2
11: Gospel,young,11
11: Gospel,younger,1
11: Gospel,youngest,2
11: Gospel,zion,1
12: A New Man,able,2
12: A New Man,absently,1
12: A New Man,according,2
12: A New Man,accused,1
12: A New Man,accusing,1
12: A New Man,across,2
12: A New Man,actin,1
12: A New Man,activities,1
12: A New Man,adding,1
12: A New Man,afraid,1
12: A New Man,afternoon,3
12: A New Man,ages,1
12: A New Man,ai,7
12: A New Man,aisle,1
12: A New Man,alcohol,1
12: A New Man,alice,5
12: A New Man,allowed,2
12: A New Man,along,2
12: A New Man,aloud,1
12: A New Man,also,2
12: A New Man,always,3
12: A New Man,ame,2
12: A New Man,among,3
12: A New Man,amount,1
12: A New Man,anacostia,1
12: A New Man,anew,1
12: A New Man,angel,1
12: A New Man,anger,1
12: A New Man,another,3
12: A New Man,anough,2
12: A New Man,answering,1
12: A New Man,anyone,1
12: A New Man,anything,2
12: A New Man,apartment,7
12: A New Man,apartments,1
12: A New Man,april,2
12: A New Man,area,1
12: A New Man,arm,3
12: A New Man,arms,2
12: A New Man,around,6
12: A New Man,arrived,1
12: A New Man,ash,1
12: A New Man,ashtray,1
12: A New Man,aside,1
12: A New Man,ask,1
12: A New Man,asked,6
12: A New Man,asking,2
12: A New Man,assigned,1
12: A New Man,attention,1
12: A New Man,avenue,1
12: A New Man,away,7
12: A New Man,babble,2
12: A New Man,baby,1
12: A New Man,back,17
12: A New Man,bad,4
12: A New Man,bags,1
12: A New Man,bald,1
12: A New Man,barrel,1
12: A New Man,bathroom,2
12: A New Man,became,5
12: A New Man,become,1
12: A New Man,bed,4
12: A New Man,bedroom,1
12: A New Man,bedtime,1
12: A New Man,began,7
12: A New Man,begin,1
12: A New Man,beginning,2
12: A New Man,behind,6
12: A New Man,bein,1
12: A New Man,benning,1
12: A New Man,bent,1
12: A New Man,beside,3
12: A New Man,best,1
12: A New Man,bet,1
12: A New Man,better,2
12: A New Man,beyond,1
12: A New Man,bible,1
12: A New Man,big,2
12: A New Man,birds,1
12: A New Man,bits,1
12: A New Man,black,2
12: A New Man,blame,1
12: A New Man,blessing,1
12: A New Man,blink,1
12: A New Man,blocks,1
12: A New Man,bloodhound,1
12: A New Man,blouses,1
12: A New Man,blow,1
12: A New Man,blue,1
12: A New Man,body,1
12: A New Man,books,1
12: A New Man,bosom,1
12: A New Man,bottles,1
12: A New Man,bottom,1
12: A New Man,bounce,1
12: A New Man,bout,1
12: A New Man,boy,10
12: A New Man,boys,11
12: A New Man,breasts,1
12: A New Man,breathed,1
12: A New Man,breeze,1
12: A New Man,bring,4
12: A New Man,bringing,1
12: A New Man,bristled,1
12: A New Man,broke,1
12: A New Man,brothers,3
12: A New Man,buddy,2
12: A New Man,buggied,1
12: A New Man,building,2
12: A New Man,buried,1
12: A New Man,burned,1
12: A New Man,bus,1
12: A New Man,busied,1
12: A New Man,buying,1
12: A New Man,cabin,1
12: A New Man,cafeteria,1
12: A New Man,cai,2
12: A New Man,cake,1
12: A New Man,calendar,1
12: A New Man,call,2
12: A New Man,called,5
12: A New Man,calling,1
12: A New Man,came,6
12: A New Man,camps,3
12: A New Man,capable,2
12: A New Man,car,1
12: A New Man,cared,1
12: A New Man,carolina,1
12: A New Man,carry,1
12: A New Man,carved,1
12: A New Man,cash,1
12: A New Man,cause,1
12: A New Man,center,1
12: A New Man,certainly,1
12: A New Man,chair,8
12: A New Man,chance,1
12: A New Man,changing,1
12: A New Man,charlotesvile,1
12: A New Man,checkers,1
12: A New Man,chief,2
12: A New Man,child,7
12: A New Man,children,7
12: A New Man,church,5
12: A New Man,cigarette,3
12: A New Man,cigarettes,2
12: A New Man,city,4
12: A New Man,civilized,1
12: A New Man,claimed,1
12: A New Man,clean,1
12: A New Man,clicked,1
12: A New Man,clicking,1
12: A New Man,close,2
12: A New Man,closed,2
12: A New Man,closest,1
12: A New Man,cloth,1
12: A New Man,coat,1
12: A New Man,coats,2
12: A New Man,coffee,3
12: A New Man,coiled,1
12: A New Man,cold,3
12: A New Man,colder,2
12: A New Man,collapsed,2
12: A New Man,collapsing,1
12: A New Man,collar,1
12: A New Man,come,7
12: A New Man,comfort,1
12: A New Man,coming,1
12: A New Man,commanded,1
12: A New Man,company,1
12: A New Man,complaint,1
12: A New Man,conclude,1
12: A New Man,confident,1
12: A New Man,conscientious,1
12: A New Man,considered,2
12: A New Man,considering,1
12: A New Man,contained,1
12: A New Man,contented,1
12: A New Man,continued,1
12: A New Man,cooking,1
12: A New Man,corner,3
12: A New Man,cotton,1
12: A New Man,couch,8
12: A New Man,could,23
12: A New Man,counter,1
12: A New Man,countless,1
12: A New Man,courted,1
12: A New Man,cover,1
12: A New Man,covered,2
12: A New Man,cried,1
12: A New Man,crossed,1
12: A New Man,crossing,1
12: A New Man,cry,2
12: A New Man,crying,1
12: A New Man,cunningham,7
12: A New Man,cunninghams,1
12: A New Man,cureing,1
12: A New Man,curiosity,1
12: A New Man,curtains,1
12: A New Man,cuse,1
12: A New Man,cushion,1
12: A New Man,cushions,2
12: A New Man,customers,1
12: A New Man,daddy,2
12: A New Man,damn,1
12: A New Man,dark,1
12: A New Man,daughter,16
12: A New Man,daughters,1
12: A New Man,day,7
12: A New Man,days,3
12: A New Man,deacon,1
12: A New Man,dead,1
12: A New Man,death,2
12: A New Man,deceitful,1
12: A New Man,deliberateness,1
12: A New Man,descriptions,1
12: A New Man,desk,4
12: A New Man,despite,1
12: A New Man,destroyed,1
12: A New Man,diary,1
